KODTOV;kolvo_sale;DATA;kolvo_ost
620309;2.00;2023-08-09;68.00
620309;1.00;2023-08-15;31.00
620309;1.00;2023-08-18;29.00
620309;1.00;2023-08-11;32.00
620309;4.00;2023-09-09;207.00
620309;2.00;2023-09-15;50.00
620309;2.00;2023-09-25;110.00
620309;1.00;2023-09-05;71.00
620309;1.00;2023-09-21;59.00
620309;2.00;2023-08-20;50.00
620309;5.00;2023-09-02;164.00
620309;1.00;2023-09-11;63.00
620309;1.00;2023-08-01;9.00
620309;3.00;2023-09-12;180.00
620309;2.00;2023-08-25;66.00
620309;1.00;2023-09-03;77.00
620309;2.00;2023-09-16;96.00
620309;2.00;2023-09-04;73.00
620309;2.00;2023-09-14;104.00
620309;4.00;2023-09-20;86.00
623163;1.00;2023-09-11;9.00
623163;1.00;2023-08-16;14.00
624053;1.00;2023-09-05;1.00
624316;7.00;2023-08-01;7.00
624327;1.00;2023-09-05;1.00
624344;3.00;2023-08-02;1.00
624344;1.00;2023-09-05;1.00
626656;1.00;2023-08-26;17.00
626656;1.00;2023-08-29;14.00
626656;1.00;2023-09-11;46.00
626656;4.00;2023-09-25;70.00
626656;2.00;2023-08-15;30.00
626656;1.00;2023-09-22;38.00
626656;1.00;2023-09-07;49.00
626656;2.00;2023-09-08;48.00
626656;1.00;2023-09-16;44.00
626656;2.00;2023-08-17;13.00
626656;1.00;2023-09-12;45.00
626656;2.00;2023-09-18;43.00
626656;3.00;2023-09-21;82.00
626656;2.00;2023-08-03;17.00
627278;1.00;2023-08-24;12.00
627278;1.00;2023-09-06;9.00
627278;1.00;2023-08-09;8.00
627278;1.00;2023-08-22;15.00
627278;1.00;2023-08-12;6.00
627278;1.00;2023-08-04;9.00
627278;2.00;2023-08-19;34.00
627278;1.00;2023-09-04;11.00
627278;1.00;2023-08-10;7.00
627278;1.00;2023-09-05;10.00
627278;1.00;2023-09-24;17.00
627279;1.00;2023-09-30;32.00
627279;1.00;2023-09-10;38.00
627279;1.00;2023-08-23;41.00
627279;1.00;2023-08-03;48.00
627279;1.00;2023-08-18;42.00
627279;1.00;2023-08-06;46.00
627279;1.00;2023-09-17;35.00
627279;1.00;2023-08-05;47.00
627400;1.00;2023-08-27;11.00
627401;1.00;2023-09-25;1.00
627401;2.00;2023-09-19;3.00
627401;1.00;2023-09-09;6.00
627401;1.00;2023-09-12;5.00
627401;1.00;2023-09-18;4.00
627403;1.00;2023-09-25;16.00
627404;1.00;2023-08-01;7.00
627404;1.00;2023-08-04;6.00
627404;2.00;2023-08-16;11.00
627404;1.00;2023-09-26;8.00
627404;1.00;2023-09-10;11.00
630017;8.00;2023-08-11;114.00
630017;1.00;2023-08-24;33.00
630017;1.00;2023-09-09;51.00
630017;3.00;2023-08-15;70.00
630017;1.00;2023-09-30;51.00
630017;1.00;2023-08-07;43.00
630017;3.00;2023-08-08;84.00
630017;2.00;2023-08-18;44.00
630017;2.00;2023-08-02;88.00
630017;1.00;2023-08-25;47.00
630017;1.00;2023-09-29;52.00
630017;1.00;2023-08-13;40.00
630017;2.00;2023-08-26;88.00
630017;2.00;2023-09-04;49.00
630017;2.00;2023-08-14;74.00
630017;1.00;2023-08-20;42.00
630017;5.00;2023-08-23;114.00
630017;2.00;2023-08-30;38.00
630017;1.00;2023-09-08;54.00
630017;1.00;2023-08-06;44.00
630017;2.00;2023-08-29;80.00
630017;1.00;2023-09-14;46.00
630017;2.00;2023-08-01;92.00
630017;1.00;2023-08-04;37.00
630017;1.00;2023-08-09;39.00
630017;1.00;2023-09-10;49.00
630017;3.00;2023-08-21;123.00
630017;1.00;2023-09-03;50.00
630993;1.00;2023-08-07;7.00
630994;2.00;2023-09-12;6.00
630994;1.00;2023-09-18;4.00
630994;1.00;2023-08-08;5.00
630995;1.00;2023-08-03;9.00
630995;2.00;2023-09-07;9.00
630995;1.00;2023-08-22;5.00
630995;1.00;2023-08-21;6.00
630995;1.00;2023-08-24;4.00
630995;4.00;2023-09-02;9.00
630996;1.00;2023-08-03;12.00
630996;1.00;2023-08-25;16.00
630996;1.00;2023-08-29;14.00
630996;1.00;2023-08-24;17.00
630996;1.00;2023-09-25;14.00
630996;1.00;2023-08-02;9.00
630996;1.00;2023-08-19;19.00
630996;3.00;2023-09-02;28.00
630996;1.00;2023-09-12;10.00
630996;1.00;2023-09-22;15.00
630996;1.00;2023-09-07;11.00
630997;1.00;2023-09-07;13.00
631017;1.00;2023-09-03;12.00
631017;1.00;2023-08-04;15.00
631017;2.00;2023-09-02;14.00
631017;1.00;2023-09-23;11.00
631019;1.00;2023-09-02;7.00
631019;2.00;2023-08-22;3.00
631019;1.00;2023-08-19;6.00
631019;1.00;2023-09-18;9.00
631019;1.00;2023-09-29;8.00
631067;1.00;2023-09-04;40.00
631067;2.00;2023-09-13;39.00
631067;2.00;2023-08-01;25.00
631067;1.00;2023-08-04;43.00
631067;1.00;2023-08-27;41.00
631067;1.00;2023-08-21;42.00
631067;1.00;2023-09-27;37.00
631068;1.00;2023-08-15;25.00
631068;1.00;2023-08-26;24.00
631068;1.00;2023-09-11;22.00
631068;1.00;2023-09-09;23.00
631068;4.00;2023-08-02;40.00
631068;2.00;2023-08-05;48.00
631068;1.00;2023-09-13;21.00
631068;3.00;2023-08-14;56.00
631068;1.00;2023-08-10;30.00
631069;1.00;2023-09-10;5.00
631071;4.00;2023-09-13;28.00
631071;1.00;2023-08-09;9.00
631071;2.00;2023-09-17;8.00
631071;1.00;2023-08-12;7.00
631071;2.00;2023-08-18;13.00
631071;1.00;2023-08-10;8.00
631071;1.00;2023-09-02;18.00
631071;1.00;2023-08-17;16.00
631071;1.00;2023-08-24;20.00
631071;1.00;2023-09-06;17.00
631071;2.00;2023-09-15;20.00
631071;1.00;2023-08-02;10.00
631071;1.00;2023-08-21;11.00
631071;1.00;2023-08-28;19.00
631072;2.00;2023-09-29;8.00
631072;1.00;2023-09-15;6.00
631072;3.00;2023-09-24;24.00
631072;1.00;2023-09-17;5.00
631072;1.00;2023-09-28;9.00
631072;2.00;2023-09-13;16.00
631072;1.00;2023-08-12;12.00
631072;1.00;2023-08-18;11.00
631072;1.00;2023-08-24;10.00
631072;1.00;2023-09-06;9.00
631076;1.00;2023-08-22;4.00
631077;1.00;2023-08-09;6.00
631077;1.00;2023-08-01;9.00
631077;1.00;2023-09-22;5.00
631077;1.00;2023-09-26;4.00
631077;2.00;2023-08-06;8.00
631078;1.00;2023-08-31;4.00
631078;1.00;2023-08-18;5.00
631078;1.00;2023-09-06;1.00
631079;2.00;2023-09-06;5.00
631079;2.00;2023-09-17;7.00
631079;1.00;2023-08-19;7.00
631079;1.00;2023-08-31;6.00
631999;1.00;2023-09-08;12.00
631999;1.00;2023-08-09;13.00
631999;1.00;2023-08-08;14.00
631999;1.00;2023-09-09;11.00
631999;1.00;2023-09-22;10.00
631999;1.00;2023-09-25;18.00
631999;1.00;2023-08-25;19.00
631999;1.00;2023-09-29;20.00
631999;1.00;2023-08-03;15.00
631999;1.00;2023-08-30;18.00
631999;1.00;2023-09-02;17.00
632000;1.00;2023-09-16;12.00
632000;1.00;2023-09-22;10.00
632000;1.00;2023-09-17;11.00
632000;1.00;2023-08-16;14.00
632000;1.00;2023-09-14;13.00
632000;1.00;2023-08-03;5.00
632002;1.00;2023-08-10;12.00
632002;1.00;2023-09-21;14.00
632002;1.00;2023-08-16;8.00
632002;1.00;2023-08-03;14.00
632002;2.00;2023-09-11;20.00
632002;1.00;2023-09-22;13.00
632002;1.00;2023-08-08;13.00
632002;1.00;2023-08-12;11.00
632002;1.00;2023-08-31;15.00
632002;2.00;2023-08-13;10.00
632002;1.00;2023-09-14;18.00
632002;1.00;2023-09-17;17.00
632007;1.00;2023-08-04;17.00
632008;1.00;2023-08-04;3.00
632009;1.00;2023-08-10;9.00
632009;1.00;2023-09-09;1.00
632009;2.00;2023-08-17;8.00
632009;1.00;2023-08-23;4.00
632009;2.00;2023-08-22;6.00
632009;2.00;2023-08-25;3.00
632010;2.00;2023-08-12;9.00
632010;3.00;2023-08-02;24.00
632010;2.00;2023-08-15;7.00
632010;1.00;2023-08-23;3.00
632010;1.00;2023-08-22;4.00
632010;1.00;2023-08-16;5.00
632010;1.00;2023-08-24;2.00
632011;1.00;2023-08-16;25.00
632011;1.00;2023-08-10;27.00
632011;1.00;2023-08-23;29.00
632011;1.00;2023-09-05;39.00
632011;1.00;2023-09-30;33.00
632011;1.00;2023-08-04;21.00
632011;1.00;2023-09-25;34.00
632011;1.00;2023-08-12;26.00
632011;1.00;2023-08-18;36.00
632011;1.00;2023-08-31;40.00
632012;1.00;2023-08-09;14.00
632012;1.00;2023-08-07;15.00
632012;1.00;2023-09-11;68.00
632012;1.00;2023-09-27;53.00
632012;1.00;2023-08-12;12.00
632012;1.00;2023-08-10;13.00
632012;2.00;2023-09-05;156.00
632012;1.00;2023-09-08;75.00
632012;1.00;2023-08-03;18.00
632012;1.00;2023-09-17;62.00
632012;1.00;2023-08-14;10.00
632012;2.00;2023-09-15;128.00
632012;1.00;2023-08-05;16.00
632012;2.00;2023-09-26;114.00
632012;1.00;2023-09-12;65.00
632012;3.00;2023-09-22;120.00
632012;2.00;2023-09-28;104.00
632012;1.00;2023-08-31;20.00
632012;6.00;2023-09-10;296.00
632012;1.00;2023-08-13;11.00
632012;1.00;2023-08-16;9.00
632012;1.00;2023-09-07;76.00
632020;1.00;2023-08-24;6.00
632020;1.00;2023-08-03;7.00
632020;1.00;2023-08-17;4.00
632020;2.00;2023-09-24;5.00
632020;1.00;2023-09-16;6.00
632020;1.00;2023-09-02;7.00
632021;3.00;2023-08-12;50.00
632021;2.00;2023-08-18;19.00
632021;1.00;2023-09-09;4.00
632021;1.00;2023-09-19;2.00
632021;1.00;2023-09-22;1.00
632021;3.00;2023-08-14;44.00
632021;1.00;2023-09-02;8.00
632021;2.00;2023-09-05;6.00
632021;2.00;2023-08-03;27.00
632021;4.00;2023-08-23;34.00
632021;4.00;2023-08-24;26.00
632021;1.00;2023-09-03;7.00
632021;1.00;2023-09-16;3.00
632021;1.00;2023-08-17;20.00
632021;1.00;2023-08-31;9.00
632022;1.00;2023-09-05;7.00
632022;1.00;2023-08-15;8.00
632022;1.00;2023-09-13;6.00
632022;1.00;2023-08-20;7.00
632022;1.00;2023-08-06;9.00
632022;1.00;2023-08-29;8.00
632022;1.00;2023-08-21;6.00
632022;1.00;2023-08-28;9.00
632022;1.00;2023-08-23;5.00
632023;1.00;2023-08-29;5.00
632023;1.00;2023-08-16;2.00
632023;1.00;2023-08-08;5.00
632023;1.00;2023-08-21;1.00
632023;1.00;2023-08-28;6.00
632023;1.00;2023-08-23;NULL
632023;2.00;2023-08-15;4.00
632041;2.00;2023-08-27;60.00
632041;2.00;2023-08-29;56.00
632041;2.00;2023-09-23;30.00
632041;2.00;2023-08-24;66.00
632041;1.00;2023-09-06;35.00
632041;1.00;2023-08-20;36.00
632041;4.00;2023-09-17;81.00
632041;1.00;2023-08-04;13.00
632041;1.00;2023-08-07;23.00
632041;1.00;2023-08-10;22.00
632041;2.00;2023-08-13;33.00
632041;1.00;2023-08-26;31.00
632041;1.00;2023-09-02;38.00
632041;1.00;2023-08-17;26.00
632041;1.00;2023-08-18;37.00
632041;2.00;2023-09-19;21.00
632041;4.00;2023-08-03;51.00
632041;1.00;2023-08-06;24.00
632041;1.00;2023-08-16;27.00
632042;3.00;2023-08-26;68.00
632042;1.00;2023-08-29;28.00
632042;3.00;2023-09-24;213.00
632042;1.00;2023-09-27;55.00
632042;2.00;2023-09-30;120.00
632042;1.00;2023-09-20;63.00
632042;3.00;2023-09-06;18.00
632042;1.00;2023-08-04;15.00
632042;1.00;2023-08-27;31.00
632042;3.00;2023-09-15;42.00
632042;2.00;2023-09-25;136.00
632042;1.00;2023-08-16;29.00
632042;5.00;2023-09-08;120.00
632042;2.00;2023-08-03;34.00
632042;1.00;2023-08-06;25.00
632042;1.00;2023-08-19;25.00
632042;5.00;2023-09-17;292.00
632042;1.00;2023-09-23;72.00
632042;1.00;2023-08-17;27.00
632042;4.00;2023-09-28;150.00
632042;3.00;2023-09-19;67.00
632042;1.00;2023-08-22;19.00
632042;1.00;2023-08-25;35.00
632042;1.00;2023-09-07;3.00
632042;2.00;2023-08-28;60.00
632042;2.00;2023-09-16;152.00
632042;1.00;2023-08-11;23.00
632042;1.00;2023-08-20;22.00
632042;3.00;2023-08-24;54.00
632042;5.00;2023-09-02;78.00
632042;3.00;2023-09-09;99.00
632042;1.00;2023-09-18;68.00
632043;1.00;2023-08-07;23.00
632043;1.00;2023-08-20;40.00
632043;1.00;2023-09-21;14.00
632043;2.00;2023-09-12;54.00
632043;2.00;2023-08-25;74.00
632043;1.00;2023-09-07;31.00
632043;2.00;2023-09-29;19.00
632043;1.00;2023-08-19;41.00
632043;2.00;2023-09-30;58.00
632043;2.00;2023-08-02;26.00
632043;1.00;2023-09-03;32.00
632043;1.00;2023-08-01;29.00
632043;1.00;2023-09-18;17.00
632043;1.00;2023-08-09;22.00
632043;1.00;2023-08-12;30.00
632043;1.00;2023-09-13;25.00
632043;3.00;2023-09-16;44.00
632043;1.00;2023-08-10;21.00
632043;1.00;2023-09-02;33.00
632043;1.00;2023-09-08;30.00
632043;1.00;2023-08-05;24.00
632043;1.00;2023-09-22;13.00
632043;2.00;2023-09-17;19.00
632043;1.00;2023-09-27;20.00
632044;7.00;2023-08-29;80.00
632044;6.00;2023-09-30;910.00
632044;7.00;2023-09-26;504.00
632044;1.00;2023-08-14;34.00
632044;1.00;2023-08-26;24.00
632044;9.00;2023-09-02;232.00
632044;6.00;2023-09-08;420.00
632044;5.00;2023-09-11;152.00
632044;2.00;2023-09-18;150.00
632044;6.00;2023-09-21;200.00
632044;2.00;2023-09-24;270.00
632044;8.00;2023-09-27;678.00
632044;2.00;2023-08-19;56.00
632044;3.00;2023-09-01;108.00
632044;4.00;2023-09-17;246.00
632044;2.00;2023-08-27;23.00
632044;4.00;2023-09-12;108.00
632044;3.00;2023-09-15;38.00
632044;2.00;2023-09-22;94.00
632044;2.00;2023-08-02;26.00
632044;1.00;2023-08-12;39.00
632044;1.00;2023-08-18;30.00
632044;11.00;2023-09-10;260.00
632044;5.00;2023-09-16;445.00
632044;2.00;2023-09-29;95.00
632044;1.00;2023-08-17;31.00
632044;2.00;2023-08-23;42.00
632044;1.00;2023-08-06;19.00
632044;1.00;2023-08-09;17.00
632044;4.00;2023-09-04;51.00
632044;5.00;2023-09-07;160.00
632044;1.00;2023-09-14;NULL
632044;6.00;2023-09-20;228.00
632044;3.00;2023-09-23;280.00
632044;1.00;2023-08-05;20.00
632044;1.00;2023-08-15;33.00
632044;1.00;2023-08-25;25.00
632044;1.00;2023-09-13;14.00
632044;6.00;2023-09-19;132.00
632044;1.00;2023-08-08;18.00
632044;4.00;2023-08-30;9.00
632044;1.00;2023-09-06;46.00
632044;5.00;2023-09-09;285.00
632044;2.00;2023-09-25;133.00
632045;1.00;2023-08-18;4.00
632045;1.00;2023-08-22;3.00
632046;3.00;2023-09-10;5.00
632047;1.00;2023-09-12;10.00
632047;1.00;2023-09-28;17.00
632047;1.00;2023-09-19;6.00
632047;2.00;2023-09-10;12.00
632047;1.00;2023-09-17;8.00
632047;2.00;2023-08-23;18.00
632047;1.00;2023-08-29;16.00
632047;1.00;2023-08-01;9.00
632047;1.00;2023-08-11;20.00
632047;1.00;2023-09-14;9.00
632047;1.00;2023-09-18;7.00
632047;2.00;2023-08-30;15.00
632047;1.00;2023-09-09;13.00
632047;1.00;2023-09-30;16.00
632047;1.00;2023-08-12;19.00
632048;1.00;2023-08-15;48.00
632048;3.00;2023-09-16;64.00
632048;2.00;2023-08-16;45.00
632048;2.00;2023-08-22;78.00
632048;3.00;2023-09-14;74.00
632048;1.00;2023-09-30;36.00
632048;1.00;2023-08-17;43.00
632048;1.00;2023-08-27;29.00
632048;1.00;2023-09-28;37.00
632048;1.00;2023-08-24;36.00
632048;2.00;2023-09-09;86.00
632048;2.00;2023-09-15;34.00
632048;2.00;2023-08-25;34.00
632048;2.00;2023-09-10;82.00
632048;3.00;2023-08-12;104.00
632048;2.00;2023-08-19;42.00
632048;1.00;2023-09-23;39.00
632048;1.00;2023-08-01;58.00
632048;1.00;2023-08-11;53.00
632048;3.00;2023-09-02;80.00
632048;1.00;2023-09-25;38.00
632048;1.00;2023-08-07;54.00
632048;5.00;2023-08-26;96.00
632049;1.00;2023-08-29;13.00
632049;1.00;2023-09-15;26.00
632049;1.00;2023-09-09;30.00
632049;1.00;2023-08-15;12.00
632049;2.00;2023-09-10;58.00
632049;1.00;2023-08-23;4.00
632049;2.00;2023-09-01;44.00
632049;1.00;2023-09-14;27.00
632049;1.00;2023-09-20;22.00
632049;1.00;2023-09-29;15.00
632050;1.00;2023-08-06;21.00
632050;1.00;2023-09-20;14.00
632050;1.00;2023-09-26;19.00
632050;1.00;2023-09-09;15.00
632050;1.00;2023-08-08;18.00
632050;2.00;2023-09-10;28.00
632050;1.00;2023-08-04;15.00
632050;1.00;2023-08-29;21.00
632050;1.00;2023-09-14;12.00
632050;1.00;2023-08-01;16.00
632050;1.00;2023-08-05;22.00
632050;1.00;2023-08-15;15.00
632051;1.00;2023-08-23;32.00
632051;2.00;2023-08-26;76.00
632051;2.00;2023-09-14;32.00
632051;1.00;2023-09-24;42.00
632051;1.00;2023-08-03;43.00
632051;1.00;2023-08-06;47.00
632051;3.00;2023-08-19;105.00
632051;1.00;2023-09-04;41.00
632051;1.00;2023-09-26;41.00
632051;1.00;2023-08-30;35.00
632051;2.00;2023-09-05;40.00
632051;1.00;2023-08-08;46.00
632051;1.00;2023-09-13;33.00
632051;1.00;2023-08-17;36.00
632051;1.00;2023-09-02;42.00
632051;1.00;2023-08-24;27.00
632051;2.00;2023-09-16;40.00
632051;1.00;2023-09-22;34.00
632051;1.00;2023-09-08;36.00
632051;1.00;2023-08-12;44.00
632051;1.00;2023-09-23;31.00
632051;1.00;2023-08-10;45.00
632051;2.00;2023-09-30;78.00
632051;1.00;2023-08-14;43.00
632051;1.00;2023-08-27;36.00
632051;2.00;2023-09-09;70.00
632051;1.00;2023-09-29;40.00
632052;1.00;2023-08-12;41.00
632052;1.00;2023-09-13;17.00
632052;1.00;2023-09-23;37.00
632052;2.00;2023-09-29;66.00
632052;1.00;2023-09-03;27.00
632052;2.00;2023-08-14;80.00
632052;1.00;2023-08-23;28.00
632052;1.00;2023-08-10;43.00
632052;1.00;2023-08-19;34.00
632052;2.00;2023-09-14;32.00
632052;1.00;2023-09-30;31.00
632052;1.00;2023-08-17;37.00
632052;1.00;2023-09-08;25.00
632052;1.00;2023-08-25;33.00
632052;1.00;2023-08-28;31.00
632052;1.00;2023-08-11;42.00
632052;1.00;2023-08-18;36.00
632052;1.00;2023-09-06;26.00
632052;2.00;2023-08-06;46.00
632052;1.00;2023-08-22;29.00
632052;2.00;2023-08-24;54.00
632052;4.00;2023-09-09;66.00
632052;1.00;2023-09-16;30.00
632052;2.00;2023-08-04;80.00
632052;1.00;2023-09-02;28.00
632052;1.00;2023-09-28;34.00
632053;1.00;2023-08-05;4.00
632053;1.00;2023-08-28;15.00
632053;1.00;2023-08-04;5.00
632054;1.00;2023-08-20;11.00
632054;1.00;2023-09-30;6.00
632054;1.00;2023-09-26;9.00
632054;1.00;2023-09-14;9.00
632054;1.00;2023-09-12;10.00
632054;1.00;2023-08-16;9.00
632054;1.00;2023-09-24;10.00
632054;1.00;2023-09-29;7.00
633433;2.00;2023-09-27;10.00
633433;1.00;2023-09-28;8.00
633433;2.00;2023-09-11;7.00
633433;1.00;2023-08-25;8.00
633435;1.00;2023-09-14;19.00
633435;2.00;2023-08-09;8.00
633435;1.00;2023-08-19;5.00
633435;2.00;2023-08-14;6.00
633435;1.00;2023-08-20;4.00
633435;2.00;2023-09-15;18.00
633435;3.00;2023-08-16;8.00
633435;1.00;2023-09-27;13.00
633435;1.00;2023-08-24;15.00
633435;1.00;2023-09-19;16.00
633435;1.00;2023-08-25;14.00
633435;1.00;2023-09-20;15.00
633435;1.00;2023-09-26;14.00
633435;1.00;2023-09-01;21.00
633435;1.00;2023-09-11;20.00
633435;1.00;2023-09-30;12.00
635655;2.00;2023-09-14;5.00
635655;1.00;2023-09-10;6.00
635655;1.00;2023-09-01;7.00
635656;1.00;2023-09-28;9.00
635656;1.00;2023-09-01;13.00
635656;1.00;2023-08-03;16.00
635656;1.00;2023-08-06;15.00
635656;1.00;2023-09-14;12.00
635656;1.00;2023-09-17;11.00
635656;1.00;2023-09-20;10.00
635699;1.00;2023-08-13;43.00
635699;1.00;2023-09-24;35.00
635699;1.00;2023-09-06;35.00
635699;1.00;2023-09-15;32.00
635699;1.00;2023-09-25;34.00
635699;1.00;2023-09-07;34.00
635699;2.00;2023-08-12;45.00
635699;2.00;2023-08-26;68.00
635699;2.00;2023-09-27;60.00
635699;3.00;2023-09-09;84.00
635699;1.00;2023-08-05;47.00
635699;2.00;2023-08-16;88.00
635699;3.00;2023-08-19;66.00
635699;3.00;2023-08-20;60.00
635699;1.00;2023-09-08;45.00
635699;3.00;2023-09-18;41.00
635699;1.00;2023-08-08;46.00
635699;1.00;2023-08-24;27.00
635699;3.00;2023-08-27;64.00
635699;2.00;2023-09-12;72.00
635699;3.00;2023-09-22;76.00
635699;1.00;2023-08-25;23.00
635699;1.00;2023-08-28;29.00
635699;2.00;2023-09-30;72.00
636796;3.00;2023-08-14;15.00
636796;2.00;2023-08-13;17.00
636796;1.00;2023-09-25;14.00
636797;2.00;2023-08-28;29.00
636797;1.00;2023-08-12;20.00
636797;2.00;2023-08-14;36.00
636797;1.00;2023-09-25;31.00
636797;1.00;2023-08-27;30.00
636797;1.00;2023-08-13;19.00
636797;1.00;2023-08-15;24.00
636798;1.00;2023-09-30;16.00
636798;2.00;2023-09-26;20.00
636798;1.00;2023-08-02;28.00
636798;1.00;2023-08-15;21.00
636798;1.00;2023-09-07;26.00
636798;1.00;2023-08-11;22.00
636798;1.00;2023-09-03;28.00
636798;1.00;2023-09-06;27.00
636799;1.00;2023-09-26;16.00
636799;1.00;2023-08-20;15.00
636799;2.00;2023-08-21;13.00
636799;2.00;2023-09-30;15.00
636799;1.00;2023-08-23;10.00
636799;1.00;2023-08-22;11.00
636799;1.00;2023-08-11;16.00
636801;1.00;2023-08-01;16.00
636801;2.00;2023-08-16;26.00
636801;1.00;2023-08-18;24.00
636801;1.00;2023-09-28;18.00
636801;1.00;2023-09-27;19.00
636801;1.00;2023-08-24;23.00
636801;2.00;2023-09-16;42.00
636806;1.00;2023-08-03;24.00
636806;1.00;2023-09-04;27.00
636806;6.00;2023-08-23;46.00
636806;1.00;2023-08-26;20.00
636806;1.00;2023-09-30;30.00
636806;3.00;2023-08-06;40.00
636806;1.00;2023-08-28;19.00
636806;1.00;2023-09-20;31.00
636806;1.00;2023-08-11;15.00
636806;1.00;2023-09-15;27.00
636806;2.00;2023-09-08;64.00
636806;1.00;2023-08-31;28.00
636806;1.00;2023-09-19;32.00
636806;1.00;2023-08-12;11.00
636861;1.00;2023-09-06;7.00
636861;1.00;2023-09-18;6.00
636861;1.00;2023-08-02;5.00
636861;1.00;2023-08-18;7.00
636861;1.00;2023-08-05;4.00
636861;1.00;2023-08-21;6.00
636862;1.00;2023-08-05;12.00
636863;2.00;2023-08-29;14.00
636863;2.00;2023-09-11;5.00
636863;1.00;2023-08-15;4.00
636863;1.00;2023-09-30;11.00
636864;1.00;2023-09-24;7.00
636865;1.00;2023-09-04;8.00
636866;1.00;2023-08-11;4.00
636866;1.00;2023-09-04;1.00
636867;2.00;2023-08-16;11.00
636867;2.00;2023-09-11;9.00
636867;1.00;2023-09-21;7.00
636867;1.00;2023-08-03;12.00
636867;2.00;2023-09-23;6.00
636867;1.00;2023-08-31;8.00
636868;1.00;2023-09-21;9.00
636868;1.00;2023-09-16;10.00
641328;1.00;2023-09-29;5.00
643540;2.00;2023-09-09;268.00
643540;10.00;2023-08-05;530.00
643540;5.00;2023-08-08;241.00
643540;5.00;2023-08-15;220.00
643540;2.00;2023-08-21;194.00
643540;13.00;2023-08-24;372.00
643540;7.00;2023-09-06;302.00
643540;1.00;2023-09-13;122.00
643540;5.00;2023-08-03;540.00
643540;3.00;2023-08-06;510.00
643540;10.00;2023-09-10;264.00
643540;9.00;2023-09-23;428.00
643540;4.00;2023-08-01;274.00
643540;5.00;2023-09-25;291.00
643540;6.00;2023-09-03;163.00
643540;14.00;2023-09-16;242.00
643540;5.00;2023-09-29;286.00
643540;5.00;2023-08-19;199.00
643540;4.00;2023-08-25;173.00
643540;5.00;2023-09-04;157.00
643540;10.00;2023-09-07;288.00
643540;10.00;2023-08-13;460.00
643540;5.00;2023-08-16;215.00
643540;6.00;2023-08-23;192.00
643540;6.00;2023-08-29;169.00
643540;12.00;2023-08-18;840.00
643540;11.00;2023-08-07;504.00
643540;6.00;2023-08-10;472.00
643540;1.00;2023-09-05;152.00
643540;15.00;2023-09-24;196.00
643789;2.00;2023-08-08;8.00
643789;2.00;2023-09-10;5.00
643789;1.00;2023-09-09;6.00
643790;1.00;2023-08-12;2.00
643790;1.00;2023-08-16;1.00
643943;1.00;2023-08-23;11.00
643944;1.00;2023-08-02;12.00
643944;1.00;2023-08-26;11.00
643944;3.00;2023-09-13;6.00
643944;2.00;2023-09-09;9.00
643944;1.00;2023-08-30;10.00
643961;1.00;2023-08-20;7.00
643962;3.00;2023-09-21;7.00
643962;2.00;2023-08-01;6.00
643962;2.00;2023-09-26;4.00
643962;1.00;2023-09-11;8.00
645167;1.00;2023-08-14;22.00
645167;1.00;2023-09-06;19.00
645167;1.00;2023-08-03;25.00
645167;1.00;2023-08-06;24.00
645167;1.00;2023-08-25;15.00
645167;1.00;2023-09-07;18.00
645167;1.00;2023-09-17;27.00
645167;1.00;2023-09-05;20.00
645167;1.00;2023-08-07;23.00
645167;1.00;2023-08-02;26.00
645167;2.00;2023-08-15;42.00
645167;1.00;2023-08-28;12.00
645167;1.00;2023-09-03;21.00
645890;6.00;2023-09-06;208.00
645890;7.00;2023-09-13;197.00
645890;1.00;2023-08-19;35.00
645890;10.00;2023-09-17;368.00
645890;3.00;2023-09-23;155.00
645890;6.00;2023-08-04;86.00
645890;10.00;2023-08-26;28.00
645890;1.00;2023-08-01;92.00
645890;10.00;2023-09-18;348.00
645890;1.00;2023-09-28;146.00
645890;5.00;2023-08-07;75.00
645890;4.00;2023-08-27;4.00
645890;5.00;2023-08-25;19.00
645890;10.00;2023-08-12;66.00
645890;11.00;2023-08-18;92.00
645890;1.00;2023-09-26;152.00
645890;5.00;2023-09-07;202.00
645890;4.00;2023-09-20;159.00
645890;5.00;2023-09-19;164.00
645890;4.00;2023-08-11;70.00
645890;6.00;2023-09-15;380.00
645890;4.00;2023-08-20;34.00
645890;7.00;2023-08-23;60.00
647676;1.00;2023-08-02;5.00
647682;1.00;2023-08-09;14.00
647682;2.00;2023-08-05;15.00
647682;1.00;2023-08-07;13.00
648009;2.00;2023-08-07;6.00
648009;1.00;2023-09-18;8.00
648009;2.00;2023-09-08;12.00
648009;1.00;2023-08-08;4.00
648009;1.00;2023-09-02;8.00
648010;1.00;2023-09-08;11.00
648010;2.00;2023-09-19;13.00
648010;1.00;2023-09-18;14.00
648010;2.00;2023-08-17;6.00
648010;2.00;2023-09-02;9.00
648011;1.00;2023-08-27;8.00
648011;1.00;2023-09-04;7.00
648013;1.00;2023-09-28;9.00
648013;1.00;2023-08-01;3.00
648013;1.00;2023-08-21;5.00
648014;1.00;2023-09-22;5.00
648014;1.00;2023-08-21;6.00
648014;1.00;2023-09-28;4.00
648016;1.00;2023-09-16;6.00
648016;1.00;2023-08-09;8.00
648016;1.00;2023-08-10;7.00
648017;1.00;2023-08-29;10.00
